datetime_of_operation,nominal_train_size,image_path,image_name,classification_result,non_defect_prob,defect_prob,nominal_description,defective_description
2024-11-14T15:43:50.492008,50,frame314.jpg,frame314.jpg,Nominal,0.505,0.495,Image frame109.jpg: An image of a normal extrusion profile.,Image frame218.jpg: An image of an over-extruded profile.
2024-11-14T15:43:50.511577,50,frame182.jpg,frame182.jpg,Nominal,0.51,0.49,Image frame108.jpg: An image of a normal extrusion profile.,Image frame218.jpg: An image of an over-extruded profile.
2024-11-14T15:43:50.531117,50,frame433.jpg,frame433.jpg,Nominal,0.503,0.497,Image frame53.jpg: An image of a normal extrusion profile.,Image frame233.jpg: An image of an under-extruded profile.
2024-11-14T15:43:50.550531,50,frame365.jpg,frame365.jpg,Nominal,0.508,0.492,Image frame427.jpg: An image of a normal extrusion profile.,Image frame409.jpg: An image of an over-extruded profile.
2024-11-14T15:43:50.569975,50,frame238.jpg,frame238.jpg,Defective,0.493,0.507,Image frame458.jpg: An image of a normal extrusion profile.,Image frame273.jpg: An image of an under-extruded profile.
2024-11-14T15:43:50.589377,50,frame190.jpg,frame190.jpg,Nominal,0.505,0.495,Image frame136.jpg: An image of a normal extrusion profile.,Image frame20.jpg: An image of an over-extruded profile.
2024-11-14T15:43:50.609186,50,frame90.jpg,frame90.jpg,Nominal,0.502,0.498,Image frame183.jpg: An image of a normal extrusion profile.,Image frame98.jpg: An image of an over-extruded profile.
2024-11-14T15:43:50.628691,50,frame431.jpg,frame431.jpg,Nominal,0.503,0.497,Image frame347.jpg: An image of a normal extrusion profile.,Image frame0.jpg: An image of an over-extruded profile.
2024-11-14T15:43:50.648041,50,frame287.jpg,frame287.jpg,Defective,0.498,0.502,Image frame109.jpg: An image of a normal extrusion profile.,Image frame409.jpg: An image of an over-extruded profile.
2024-11-14T15:43:50.667454,50,frame447.jpg,frame447.jpg,Defective,0.498,0.502,Image frame136.jpg: An image of a normal extrusion profile.,Image frame145.jpg: An image of an over-extruded profile.
2024-11-14T15:43:50.686854,50,frame428.jpg,frame428.jpg,Nominal,0.514,0.486,Image frame427.jpg: An image of a normal extrusion profile.,Image frame409.jpg: An image of an over-extruded profile.
2024-11-14T15:43:50.706244,50,frame448.jpg,frame448.jpg,Defective,0.499,0.501,Image frame183.jpg: An image of a normal extrusion profile.,Image frame113.jpg: An image of an over-extruded profile.
2024-11-14T15:43:50.725771,50,frame22.jpg,frame22.jpg,Defective,0.5,0.5,Image frame138.jpg: An image of a normal extrusion profile.,Image frame11.jpg: An image of an over-extruded profile.
2024-11-14T15:43:50.745201,50,frame343.jpg,frame343.jpg,Defective,0.494,0.506,Image frame310.jpg: An image of a normal extrusion profile.,Image frame254.jpg: An image of an over-extruded profile.
2024-11-14T15:43:50.764687,50,frame210.jpg,frame210.jpg,Defective,0.5,0.5,Image frame271.jpg: An image of a normal extrusion profile.,Image frame25.jpg: An image of an under-extruded profile.
2024-11-14T15:43:50.784199,50,frame391.jpg,frame391.jpg,Nominal,0.5,0.5,Image frame357.jpg: An image of a normal extrusion profile.,Image frame193.jpg: An image of an under-extruded profile.
2024-11-14T15:43:50.803773,50,frame56.jpg,frame56.jpg,Defective,0.497,0.503,Image frame109.jpg: An image of a normal extrusion profile.,Image frame25.jpg: An image of an under-extruded profile.
